date,open,high,low,close,adj close,volume
20180102,107.629997,108.019997,106.809998,107.949997,91.977715,13578800
20180103,107.860001,108.489998,107.480003,108.059998,92.071449,11901000
20180104,108.360001,110.029999,108.199997,109.040001,93.390419,12953700
20180105,109.260002,109.550003,107.779999,108.339996,92.790916,14155000
20180108,108.150002,108.68,107.699997,108.5,92.927956,12466500
20180109,108.720001,109.629997,108.489998,109.050003,93.399033,13292300
20180110,109.470001,110.699997,109.389999,110.25,94.426758,15834500
20180111,110.669998,110.93,110.050003,110.839996,94.932083,13676800
20180112,111.650002,112.849998,110.839996,112.669998,96.499466,18884200
20180116,111.510002,113.43,111.07,112.269997,96.156853,22703300
20180117,111.889999,113.300003,111.309998,112.989998,96.773521,14940300
20180118,112.760002,113.720001,112.269997,113.260002,97.004791,14572900
20180119,113.940002,114.339996,112.800003,113.010002,96.790665,18785500
20180122,112.660004,114.389999,112.5,114.330002,97.921219,12475700
20180123,113.669998,114.639999,113.349998,114.209999,97.818436,12320800
20180124,114.860001,116,114.660004,115.669998,99.068878,15904500
20180125,116.040001,116.169998,115.080002,115.699997,99.094574,13510000
20180126,115.699997,116.32,114.959999,116.32,99.625618,13883900
20180129,116.019997,117.349998,116.019997,116.199997,99.52282,11679900
20180130,115.529999,116.599998,114.980003,115.110001,98.589256,14279100
20180131,115.650002,116.660004,115.160004,115.669998,99.068878,13141400
20180201,115.769997,116.989998,115.480003,116.870003,100.096657,13800600
20180202,116.489998,116.919998,114.089996,114.279999,97.878403,16477300
20180205,113,114.589996,103.980003,108.800003,93.184891,30097600
20180206,106.849998,112.480003,106.610001,112.110001,96.019821,33114800
20180207,111.550003,114.449997,111.150002,112.870003,96.670753,21878300
20180208,113.110001,113.110001,107.839996,107.879997,92.396927,27425800
20180209,109.099998,111.050003,106.230003,110.040001,94.246925,28188000
20180212,111.169998,112.730003,110.07,111.739998,95.702942,18043300
20180213,111.32,113.050003,110.800003,112.43,96.293884,16358200
20180214,112.629997,115.269997,112.529999,115.029999,98.520737,15186900
20180215,115.739998,115.989998,114.220001,115.510002,98.931862,12130200
20180216,114.550003,116.07,114.5,114.68,98.220978,13214300
20180220,114.650002,115.389999,113.970001,114.709999,98.246658,13461500
20180221,115,117.449997,114.669998,115.190002,98.657784,14212500
20180222,115.5,116.43,114.760002,114.980003,98.477928,17070400
20180223,115.309998,117.389999,115.309998,117.309998,100.473518,12162500
20180226,118.139999,118.900002,117.32,118.769997,101.723976,16511200
20180227,118.910004,119.330002,117.349998,117.360001,100.516335,17563300
20180228,117.82,118.489998,115.339996,115.5,98.923279,17735600
20180301,115.480003,116.639999,112.650002,113.43,97.150383,18690000
20180302,112.389999,113.559998,111.120003,113.32,97.056175,18353700
20180305,112.050003,115.93,111.889999,115.059998,98.546455,13933000
20180306,115.639999,115.82,114.32,115.160004,98.632095,10674400
20180307,113.75,115.099998,113.110001,114.730003,98.263802,13006500
20180308,115.110001,115.230003,113.209999,114.739998,98.272377,11173700
20180309,116.550003,118.080002,115.669998,118.040001,101.098747,15366600
20180312,118,118.75,117.25,117.660004,100.773277,12339300
20180313,118.199997,118.470001,115.830002,116.25,99.565651,13312300
20180314,116.559998,116.589996,114.599998,114.949997,98.452225,12905100
20180315,115.870003,116,114.830002,115.239998,98.700623,8748000
20180316,115.339996,116.599998,115.339996,115.440002,98.871902,19888900
20180319,115.099998,115.449997,113.300003,114.529999,98.092499,13214900
20180320,114.870003,115.449997,114.449997,114.639999,98.186722,9921200
20180321,114.809998,116.629997,114.209999,114.739998,98.272377,13633000
20180322,113.199997,113.599998,109.540001,109.949997,94.16983,22550400
20180323,110.269997,110.919998,106.760002,107.010002,91.651772,23081500
20180326,109.190002,111.160004,108.650002,110.309998,94.478172,20217500
20180327,111.07,111.690002,107.300003,108.169998,92.645309,18039900
20180328,108.279999,109.169998,106.650002,108,92.499687,19189300
20180329,108.5,110.779999,107.779999,109.970001,94.186966,13274600
20180402,109.959999,110.730003,106.080002,107.849998,92.371216,18822500
20180403,108.360001,109.5,107.260002,109.330002,93.638824,14050700
20180404,107.099998,111.209999,107.019997,110.989998,95.06057,15302600
20180405,111.629997,112.830002,111.389999,111.879997,96.308746,16627000
20180406,110.550003,111.550003,107.82,109.089996,93.907066,18906000
20180409,110.010002,112.980003,109.889999,110.400002,95.034752,15974300
20180410,112.129997,112.870003,111.419998,112.510002,96.851074,13951400
20180411,111.660004,111.809998,110.519997,110.620003,95.224113,14503300
20180412,111.559998,114.389999,111.5,113.370003,97.591393,16435500
20180413,115.019997,115.150002,109.050003,110.300003,94.948662,39152800
20180416,110.940002,111.470001,109.790001,110.209999,94.871193,16580500
20180417,111.370003,111.919998,109.989998,110.209999,94.871193,15501400
20180418,110.529999,111.07,108.889999,109.32,94.105057,16081400
20180419,109.529999,111.870003,109.5,111.720001,96.171036,17911000
20180420,112.300003,112.739998,110.879997,111.470001,95.955826,15584400
20180423,111.57,111.949997,110.629997,110.93,95.49099,11285800
20180424,111.75,112.900002,109.589996,110.410004,95.043365,16453100
20180425,110.269997,110.529999,108.599998,109.989998,94.681808,13548200
20180426,109.970001,110.82,109.339996,110.099998,94.776497,10299500
20180427,109.550003,110.160004,109.129997,109.400002,94.17392,9384000
20180430,109.75,110.300003,108.75,108.779999,93.640221,13744900
20180501,108.449997,108.970001,107.540001,108.779999,93.640221,10503400
20180502,108.110001,109.489998,107.730003,107.919998,92.89991,12162100
20180503,107.589996,107.769997,105.18,107.239998,92.314545,15379100
20180504,106.43,108.739998,105.980003,108.43,93.338928,11967900
20180507,108.760002,109.68,108.360001,109.370003,94.148102,9356700
20180508,109.529999,111.339996,109.279999,110.989998,95.542641,12543200
20180509,111.440002,113.639999,111.029999,113.410004,97.625809,11368100
20180510,113.190002,114.440002,112.75,114.290001,98.383354,9159700
20180511,114.489998,114.730003,113.669998,113.860001,98.013199,10253000
20180514,114.110001,114.699997,113.739998,113.900002,98.047615,8710700
20180515,113.910004,113.910004,112.57,113.029999,97.298714,11536200
20180516,112.889999,113.690002,112.629997,113.339996,97.565567,7571100
20180517,113.199997,113.410004,112.199997,112.959999,97.238449,8617200
20180518,112.75,112.800003,110.839996,111.129997,95.663139,11806300
20180521,112.050003,112.540001,111.919998,112.150002,96.541168,9441900
20180522,112.349998,114.290001,112.290001,113.010002,97.281494,11507600
20180523,112.510002,112.769997,111.120003,112.489998,96.833878,11453900
20180524,112.139999,112.150002,110.120003,111.230003,95.749229,14084800
20180525,110.459999,111.080002,110.199997,110.660004,95.258568,8283500
20180529,109.18,109.199997,104.959999,105.93,91.186874,30643800
20180530,107.639999,108.599998,106.650002,108.349998,93.270065,17490800
20180531,107.949997,108.190002,106.419998,107.010002,92.116547,19808200
20180601,108.339996,108.940002,107.800003,108.400002,93.313103,13594200
20180604,108.989998,109.260002,108.269997,108.449997,93.35614,9415400
20180605,108.239998,108.309998,107.07,107.839996,92.831039,10415200
20180606,108.660004,110.739998,108.480003,110.360001,95.000313,15453600
20180607,111.18,111.5,110.029999,110.800003,95.379074,13444400
20180608,110.620003,111.139999,110.059998,111.110001,95.645935,10383200
20180611,111.120003,111.910004,110.769997,110.830002,95.4049,12642900
20180612,111.139999,111.529999,109.519997,110.190002,94.853981,15294100
20180613,110.459999,111.449997,109.580002,109.970001,94.664581,14979700
20180614,110.279999,110.360001,107.779999,108.029999,92.994606,20487300
20180615,107.800003,108.379997,106.269997,107.900002,92.882698,26028600
20180618,107.260002,108.400002,106.690002,108.18,93.123711,9786800
20180619,106.900002,107.879997,106.599998,107.550003,92.581398,12707200
20180620,108.18,108.639999,107.440002,107.540001,92.572784,8876900
20180621,107.099998,108.209999,106.529999,107.510002,92.546974,11048700
20180622,108.160004,108.370003,105.510002,105.75,91.031914,19478900
20180625,105.660004,105.699997,103.959999,104.790001,90.205521,16907600
20180626,104.709999,105.209999,103.110001,104.860001,90.265785,17086800
20180627,104.68,105.919998,103.230003,103.239998,88.871254,16276800
20180628,103.68,105.459999,103.510002,104.93,90.326042,14491300
20180629,106.68,106.900002,104.150002,104.199997,89.697639,18972400
20180702,103.720001,105.089996,103.379997,105.080002,90.455177,11130000
20180703,105.410004,105.779999,103.519997,103.610001,89.189758,8311700
20180705,104.129997,104.379997,103.529999,103.720001,89.769653,10723400
20180706,103.120003,104.5,102.199997,104.059998,90.063911,12173700
20180709,104.709999,107.459999,104.709999,107.279999,92.850838,13900800
20180710,108.019997,108.400002,106.529999,106.620003,92.279602,14575900
20180711,106.309998,107.059998,106.209999,106.389999,92.080536,10186500
20180712,107.419998,107.559998,105.970001,106.849998,92.478661,12456800
20180713,107.300003,107.800003,105.139999,106.360001,92.054565,21289100
20180716,107.050003,110.769997,106.980003,110.580002,95.706985,24662600
20180717,110.690002,110.93,109.75,110.5,95.637733,14821900
20180718,110.419998,112.120003,110.199997,111.529999,96.529213,14244900
20180719,111.059998,111.089996,109.730003,109.889999,95.109772,16775300
20180720,110,111.739998,109.779999,111.279999,96.312828,13578100
20180723,111.059998,114.239998,110.93,113.349998,98.104416,18140000
20180724,113.550003,114.779999,113.419998,114.150002,98.796806,14000400
20180725,113.879997,115.519997,113.379997,115.18,99.688278,13329100
20180726,115.419998,115.589996,114.580002,114.849998,99.402657,11897800
20180727,115.18,116.300003,114.809998,116.029999,100.42395,12802700
20180730,116.279999,117.610001,116.059998,116.730003,101.029816,13411600
20180731,117.080002,117.080002,114.82,114.949997,99.489204,15843800
20180801,115.75,116.690002,115.279999,115.660004,100.103729,13531600
20180802,114.57,116.25,114.330002,116.150002,100.527786,11058100
20180803,116,117.129997,115.940002,117.089996,101.341377,11016100
20180806,116.790001,117.529999,116.18,117.120003,101.367355,9857400
20180807,117.739998,118.290001,117.330002,117.550003,101.73951,10562100
20180808,117.330002,118.269997,117.279999,117.790001,101.94725,8997100
20180809,117.510002,117.720001,116.699997,116.879997,101.159622,9694200
20180810,115.5,115.949997,114.68,115.730003,100.164307,12630600
20180813,115.559998,115.879997,113.82,113.889999,98.571777,10336300
20180814,114.269997,115.040001,113.650002,114.650002,99.229561,10597600
20180815,113.82,114.330002,112.970001,113.699997,98.407333,10152100
20180816,114.349998,115.309998,114.300003,114.769997,99.33342,10118600
20180817,114.639999,115.07,114.300003,114.769997,99.33342,8505100
20180820,114.589996,115.050003,114.110001,114.620003,99.203583,8618700
20180821,115.370003,116.389999,114.879997,115.32,99.809471,10976700
20180822,115.309998,115.410004,114.779999,114.970001,99.506538,8314700
20180823,114.959999,115.150002,114.43,114.730003,99.29882,9265400
20180824,114.980003,115.220001,114.449997,114.68,99.255524,8845700
20180827,115.220001,117.279999,115.169998,116.709999,101.012497,13768000
20180828,117,117.029999,115.970001,116.139999,100.519165,8302600
20180829,116.349998,116.370003,115.360001,115.760002,100.190262,7221700
20180830,115.589996,116.040001,114.980003,115.190002,99.696938,8991800
20180831,114.830002,114.839996,113.82,114.580002,99.168968,13065700
20180904,114.339996,115.239998,113.629997,115.150002,99.662308,10174200
20180905,115,115.699997,114.25,114.589996,99.17762,11462400
20180906,114.5,114.699997,113.5,114.099998,98.753532,9877600
20180907,114.5,114.769997,113.629997,114.32,98.943962,10955600
20180910,114.849998,114.970001,113.660004,113.709999,98.415993,8276900
20180911,113.540001,114.580002,113.18,114.43,99.039154,9333800
20180912,114.25,114.879997,112.849998,113.080002,97.870735,10800800
20180913,113.370003,114.129997,112.669998,113.519997,98.251549,12470800
20180914,113.809998,114.489998,113.230003,113.5,98.234238,10337900
20180917,113.790001,114.43,113.300003,113.839996,98.528496,9561300
20180918,114.330002,114.660004,113.559998,114.300003,98.926643,7944200
20180919,114.440002,118.059998,114.440002,117.620003,101.80011,16052800
20180920,118.5,119.239998,118.080002,118.629997,102.67424,15590000
20180921,119.129997,119.230003,117.739998,117.849998,101.999168,24788200
20180924,117.760002,118.459999,116.43,116.720001,101.021149,12492500
20180925,117.040001,117.970001,116.32,116.389999,100.735519,9308300
20180926,116.75,116.870003,114.660004,115.019997,99.549805,14023600
20180927,115.419998,115.760002,114.160004,114.519997,99.11705,13283000
20180928,113.650002,114.239998,112.519997,112.839996,97.662994,15815100
20181001,113.370003,114.610001,113.040001,113.5,98.234238,10146300
20181002,113.360001,114.120003,112.809998,113.970001,98.641022,13753100
20181003,114.940002,115.660004,114.480003,115.040001,99.567108,17142000
20181004,114.550003,116.809998,114.209999,115.269997,100.464806,16357400
20181005,115.830002,116.099998,114.019997,114.620003,99.898285,13777600
20181008,114.25,115.779999,113.349998,115.32,100.508408,14370900
20181009,114.669998,115.029999,113.669998,114.519997,99.811142,14069500
20181010,114.699997,114.949997,111.470001,111.470001,97.152885,23086400
20181011,110.970001,111.470001,107.379997,108.129997,94.241882,33705600
20181012,110.370003,110.830002,105.599998,106.949997,93.213425,32075700
20181015,107.199997,108.849998,106.32,106.339996,92.68177,18903200
20181016,107.160004,108.779999,106.730003,108.620003,94.66893,19302800
20181017,108.379997,110.800003,108.230003,109.830002,95.723511,18794500
20181018,109.019997,109.839996,107.809998,108.089996,94.207008,17582500
20181019,107.650002,109.220001,107.269997,107.910004,94.050125,15234500
20181022,108.150002,108.339996,106.110001,106.360001,92.699203,16199100
20181023,104.199997,106.160004,103.699997,105.25,91.731789,21407500
20181024,104.760002,105.029999,102.910004,103.290001,90.023514,23168900
20181025,104.18,105.900002,103.720001,104.860001,91.391861,17464700
20181026,104,104.559998,102.730003,103.419998,90.136818,19174900
20181029,104.459999,106.629997,103.699997,104.849998,91.383148,18445200
20181030,105.709999,106.980003,104.860001,106.699997,92.995537,18019700
20181031,108.080002,110.480003,107.790001,109.019997,95.017563,20860000
20181101,109.620003,110.220001,108.32,108.980003,94.982704,13065000
20181102,109.900002,110.809998,107.489998,108.379997,94.459755,19009200
20181105,108.610001,109.290001,108.419998,109.089996,95.07856,10276400
20181106,108.669998,109.669998,107.760002,109.599998,95.523056,10825000
20181107,110.370003,111.730003,109.349998,111.480003,97.161598,12679600
20181108,111.010002,112.93,111,112.379997,97.945999,11662500
20181109,112.230003,112.360001,110.830002,111.290001,96.996002,10432200
20181112,111.419998,111.940002,108.599998,108.949997,94.956543,13279700
20181113,109.099998,111.120003,109.099998,109.589996,95.514336,13746100
20181114,110.230003,110.709999,105.980003,107.330002,93.544632,18361400
20181115,108.239998,110.080002,106.809998,110.07,95.932709,19100000
20181116,109.449997,110.760002,108.550003,109.989998,95.862968,13798600
20181119,109.959999,111.199997,109.529999,110.830002,96.595078,13987000
20181120,109.779999,110.489998,107.980003,108.449997,94.520767,18936200
20181121,109.029999,109.610001,107.639999,107.639999,93.814789,10619600
20181123,106.739998,107.389999,106.059998,106.650002,92.951981,6488400
20181126,107.720001,109.980003,107.449997,109.260002,95.22673,13948300
20181127,108.760002,110.029999,108.629997,109.720001,95.627655,9238200
20181128,109.800003,111.400002,108.870003,110.940002,96.690971,13977300
20181129,110.269997,110.800003,109.639999,110.059998,95.923981,11144300
20181130,109.849998,111.32,109.580002,111.190002,96.908852,18652700
20181203,112.379997,112.889999,111.739998,112.239998,97.823982,16034500
20181204,111.599998,111.599998,106.730003,107.230003,93.457466,23555900
20181206,105.010002,105.360001,102.879997,105.190002,91.679482,27213900
20181207,105.160004,106.980003,102.910004,103.290001,90.023514,19248600
20181210,102.870003,103.489998,99.279999,101.360001,88.341393,23636400
20181211,103.129997,103.660004,100.209999,100.370003,87.478561,16860700
20181212,101.660004,102.900002,100.059998,101.019997,88.045059,22621500
20181213,101.550003,101.970001,100.669998,101.120003,88.132256,17250900
20181214,99.989998,101.940002,99.860001,100.290001,87.408836,19879500
20181217,99.769997,100.559998,98.440002,99.010002,86.293251,25113500
20181218,99.419998,100.889999,98.120003,98.540001,85.883598,20837200
20181219,98.410004,100.580002,96.599998,97.290001,84.794136,28767900
20181220,96.610001,98.279999,95.690002,96.449997,84.062042,31825200
20181221,96.68,98.43,93.690002,94.169998,82.074875,41313900
20181224,92.889999,94.220001,92.139999,92.139999,80.305618,17009300
20181226,92.690002,95.959999,91.110001,95.959999,83.634979,22542900
20181227,94.82,97.150002,93.550003,97.040001,84.576263,20304700
20181228,97.949997,98.32,96.440002,96.830002,84.393219,17963300
20181231,97.589996,98.809998,96.769997,97.620003,85.081757,13237200
